"corpus","user/it3/oct_GZQS3fc7aPtWJBbZbMEFoQ"
"subcorpus","-"
Item,Frequency (focus),Frequency (reference),Relative frequency (focus),Relative frequency (reference),Score
"International sustainability",8,1586,51.28961,0.02575,50.977
"Land sector",8,1608,51.28961,0.02611,50.959
"sulfur hexafluoride",8,1688,51.28961,0.02741,50.895
"Baseline year",8,2067,51.28961,0.03356,50.592
"paddy rice",8,2095,51.28961,0.03402,50.569
"precautionary principle",10,17781,64.11201,0.28872,50.525
"institutions use",8,2223,51.28961,0.03610,50.468
"insurance industry",17,73328,108.99043,1.19066,50.209
"different datum",11,27013,70.52322,0.43862,49.716
"additional requirement",12,35615,76.93442,0.57830,49.379
"total balance",8,3706,51.28961,0.06018,49.322
"company revenue",8,3816,51.28961,0.06196,49.239
"different data source",8,4836,51.28961,0.07852,48.483
"nominal amount",8,4914,51.28961,0.07979,48.426
"adjustment factor",8,6233,51.28961,0.10121,47.484
"energy source",30,190355,192.33604,3.09088,47.260
"accounting principle",9,15519,57.70081,0.25199,46.886
"large set",10,24006,64.11201,0.38980,46.850
"vehicle fuel",8,7613,51.28961,0.12362,46.537
"Total project cost",8,7932,51.28961,0.12880,46.323
"core principle",11,33749,70.52322,0.54800,46.204
"number of buildings",8,8134,51.28961,0.13208,46.189
"Capital Markets",8,8249,51.28961,0.13394,46.113
"credit retired by clients",7,0,44.87841,0.00000,45.878
"originator''s balance sheet",7,0,44.87841,0.00000,45.878
"line with financial accounting",7,0,44.87841,0.00000,45.878
"issuer''s balance",7,0,44.87841,0.00000,45.878
"revenue-based model",7,0,44.87841,0.00000,45.878
"actual vehicle fuel",7,0,44.87841,0.00000,45.878
"insured activity",7,0,44.87841,0.00000,45.878
"calculated energy consumption",7,0,44.87841,0.00000,45.878
"financial institution''s scope",7,0,44.87841,0.00000,45.878
"emissionsc Total equity",7,0,44.87841,0.00000,45.878
"drawn loan",7,0,44.87841,0.00000,45.878
"operational control approach",7,0,44.87841,0.00000,45.878
"Attribution Emission factor",7,0,44.87841,0.00000,45.878
"energy consumption emission",7,0,44.87841,0.00000,45.878
"issuance of capital market instruments",7,0,44.87841,0.00000,45.878
"classification in Step",7,0,44.87841,0.00000,45.878
"Attribution factorc",7,0,44.87841,0.00000,45.878
"calculated energy consumption emission",7,0,44.87841,0.00000,45.878
"edition of the Financed Emissions",7,0,44.87841,0.00000,45.878
"equity share approach",7,0,44.87841,0.00000,45.878
"vehicle-unspecific emission",7,0,44.87841,0.00000,45.878
"issuer''s balance sheet",7,0,44.87841,0.00000,45.878
"Option Attribution emission",7,0,44.87841,0.00000,45.878
"line with financial accounting periods",7,0,44.87841,0.00000,45.878
"financial control approach",7,0,44.87841,0.00000,45.878
"guidance on financed avoided emissions",7,0,44.87841,0.00000,45.878
"institution''s scope",7,0,44.87841,0.00000,45.878
"originator''s balance",7,0,44.87841,0.00000,45.878
"scope of this methodology",7,0,44.87841,0.00000,45.878
"company emissionsc Total equity",7,0,44.87841,0.00000,45.878
"Description Option Attribution emission",7,0,44.87841,0.00000,45.878
"absolute emissions datum",7,0,44.87841,0.00000,45.878
"Tranche attribution",7,0,44.87841,0.00000,45.878
"emission of the borrower",7,0,44.87841,0.00000,45.878
"local statistical datum",7,0,44.87841,0.00000,45.878
"financed scope",7,0,44.87841,0.00000,45.878
"kt CO2e",7,0,44.87841,0.00000,45.878
"emission associated with undrawn",7,0,44.87841,0.00000,45.878
"treaty portfolio",7,0,44.87841,0.00000,45.878
"data Emissions data equation",7,0,44.87841,0.00000,45.878
"data Emissions datum",7,0,44.87841,0.00000,45.878
"actual vehicle fuel consumption",7,0,44.87841,0.00000,45.878
"primary issuance of capital market",7,0,44.87841,0.00000,45.878
"primary issuance of capital",7,0,44.87841,0.00000,45.878
"financed emissions accounting",7,0,44.87841,0.00000,45.878
"scope of this Facilitated Emissions",7,0,44.87841,0.00000,45.878
"GHG accounting treatment",7,0,44.87841,0.00000,45.878
"financed emissions calculation",7,0,44.87841,0.00000,45.878
"Average emission factore",7,0,44.87841,0.00000,45.878
"Option 3a",7,72,44.87841,0.00117,45.825
"base year emission",7,75,44.87841,0.00122,45.823
"separate balance sheet",7,91,44.87841,0.00148,45.811
"stated methodology",7,102,44.87841,0.00166,45.803
"phase-in approach",7,106,44.87841,0.00172,45.800
"account for a portion",7,106,44.87841,0.00172,45.800
"emission from the generation",7,120,44.87841,0.00195,45.789
"emissions category",7,138,44.87841,0.00224,45.776
"insured asset",7,158,44.87841,0.00257,45.761
"applicable asset",7,161,44.87841,0.00261,45.759
"accurate emission",7,192,44.87841,0.00312,45.736
"emissions reporting",7,206,44.87841,0.00334,45.725
"actual fuel consumption",7,213,44.87841,0.00346,45.720
"separate balance",7,227,44.87841,0.00369,45.710
"emissions account",7,238,44.87841,0.00386,45.702
"x emission",7,299,44.87841,0.00485,45.657
"datum from the company",7,331,44.87841,0.00537,45.633
"balance sheet value",7,332,44.87841,0.00539,45.632
"overall reporting",7,396,44.87841,0.00643,45.585
"vehicle fuel consumption",7,439,44.87841,0.00713,45.554
"sheet value",7,493,44.87841,0.00801,45.514
"Average sector",7,514,44.87841,0.00835,45.499
"calculated energy",7,534,44.87841,0.00867,45.484
"project policy",7,622,44.87841,0.01010,45.420
"sheet exposure",7,629,44.87841,0.01021,45.415
"specified option",7,640,44.87841,0.01039,45.407
"share approach",7,661,44.87841,0.01073,45.391
"separate reporting",7,686,44.87841,0.01114,45.373
"institution use",7,759,44.87841,0.01232,45.320
"capital market transaction",7,870,44.87841,0.01413,45.239
"specific sector",8,9600,51.28961,0.15588,45.238
"standardized methodology",7,935,44.87841,0.01518,45.192
"emissions impact",7,976,44.87841,0.01585,45.163
"Additional guidance",9,18472,57.70081,0.29994,45.157
"company in accordance",7,1246,44.87841,0.02023,44.969
"actual fuel",7,1363,44.87841,0.02213,44.885
"sector average",7,1406,44.87841,0.02283,44.854
"insurance client",7,1791,44.87841,0.02908,44.582
"insured vehicle",7,1954,44.87841,0.03173,44.468
"entity level",7,1996,44.87841,0.03241,44.438
"special purpose",13,55805,83.34562,0.90613,44.250
"target setting",7,2655,44.87841,0.04311,43.982
"value of equity",7,2943,44.87841,0.04779,43.786
"forestry company",7,3071,44.87841,0.04987,43.699
"accounting requirement",7,3132,44.87841,0.05086,43.658
"project value",7,3146,44.87841,0.05108,43.649
"total portfolio",7,3223,44.87841,0.05233,43.597
"other relevant factor",7,3564,44.87841,0.05787,43.369
"science-based target",7,3753,44.87841,0.06094,43.243
"line of credit",12,49522,76.93442,0.80411,43.198
"financial flow",8,13061,51.28961,0.21208,43.140
"actual distance",7,4314,44.87841,0.07005,42.875
"reported datum",7,4916,44.87841,0.07982,42.487
"proposed methodology",7,5316,44.87841,0.08632,42.233
"different year",8,15160,51.28961,0.24616,41.961
"administrative level",7,5798,44.87841,0.09414,41.931
"high-quality datum",7,6129,44.87841,0.09952,41.726
"different asset",7,6434,44.87841,0.10447,41.539
"risk transfer",7,6656,44.87841,0.10808,41.404
"market transaction",7,7410,44.87841,0.12032,40.951
"other financial institution",8,18507,51.28961,0.30051,40.207
"financial reporting",12,59726,76.93442,0.96980,39.565
"emission of loans",6,0,38.46721,0.00000,39.467
"origination of vehicle",6,0,38.46721,0.00000,39.467
"calculating facilitated emission",6,0,38.46721,0.00000,39.467
"insured project",6,0,38.46721,0.00000,39.467
"estimated using official statistical datum",6,0,38.46721,0.00000,39.467
"verified emission factor",6,0,38.46721,0.00000,39.467
"coverage of emissions data",6,0,38.46721,0.00000,39.467
"tool with verified emission factors",6,0,38.46721,0.00000,39.467
"Measuring financed emission",6,0,38.46721,0.00000,39.467
"calculated using estimated building energy",6,0,38.46721,0.00000,39.467
"appropriate calculation methodology",6,0,38.46721,0.00000,39.467
"type-specific emission",6,0,38.46721,0.00000,39.467
"financial institution''s balance sheet",6,0,38.46721,0.00000,39.467
"Enterprise Value Including Cash",6,0,38.46721,0.00000,39.467
"such emission factor",6,0,38.46721,0.00000,39.467
"reporting facilitated emission",6,0,38.46721,0.00000,39.467
"non-supplier-specific emission factor",6,0,38.46721,0.00000,39.467
"non-supplier-specific emission",6,0,38.46721,0.00000,39.467
"basic attribution",6,0,38.46721,0.00000,39.467
"tool with verified emission",6,0,38.46721,0.00000,39.467
"datum on actual vehicle",6,0,38.46721,0.00000,39.467
"production-based model",6,0,38.46721,0.00000,39.467
"IFRS S1",6,0,38.46721,0.00000,39.467
"estimated vehicle-specific emission",6,0,38.46721,0.00000,39.467
"relative insurance-associated emission",6,0,38.46721,0.00000,39.467
"physical emission intensity",6,0,38.46721,0.00000,39.467
"efficiency of passenger cars",6,0,38.46721,0.00000,39.467
"asset debt",6,0,38.46721,0.00000,39.467
"customer segment classification",6,0,38.46721,0.00000,39.467
"specific emissions datum",6,0,38.46721,0.00000,39.467
"base year emissions recalculation",6,0,38.46721,0.00000,39.467
"share of the financial institution",6,0,38.46721,0.00000,39.467
"GHG accounting requirement",6,0,38.46721,0.00000,39.467
"Unverified emission",6,0,38.46721,0.00000,39.467
"chain of the reporting company",6,0,38.46721,0.00000,39.467
"emissions recalculation",6,0,38.46721,0.00000,39.467
"emission of the company",6,0,38.46721,0.00000,39.467
"property lob of a cedent",6,0,38.46721,0.00000,39.467
"disbursed debt",6,0,38.46721,0.00000,39.467
"controlled boiler",6,0,38.46721,0.00000,39.467
"lob of a cedent",6,0,38.46721,0.00000,39.467
"extraction of purchased materials",6,0,38.46721,0.00000,39.467
"using estimated building energy consumption",6,0,38.46721,0.00000,39.467
"capital market facilitation",6,0,38.46721,0.00000,39.467
"intensity of the actual vehicle",6,0,38.46721,0.00000,39.467
"personal motor insurance",6,0,38.46721,0.00000,39.467
"calculated using estimated building",6,0,38.46721,0.00000,39.467
"total balance sheet value",6,0,38.46721,0.00000,39.467
"basic attribution principle",6,0,38.46721,0.00000,39.467
"PCAF data quality",6,0,38.46721,0.00000,39.467
"pool emission",6,0,38.46721,0.00000,39.467
"Outstanding amount investor",6,0,38.46721,0.00000,39.467
"PPP-adjustment factor",6,0,38.46721,0.00000,39.467
"recalculation policy",6,0,38.46721,0.00000,39.467
"datum on actual building energy",6,0,38.46721,0.00000,39.467
"acquired electricity",6,0,38.46721,0.00000,39.467
"value including cash",6,0,38.46721,0.00000,39.467
"Detailed data quality",6,0,38.46721,0.00000,39.467
"type-specific emission factor",6,0,38.46721,0.00000,39.467
"applicable asset class",6,0,38.46721,0.00000,39.467
"asset emission",6,0,38.46721,0.00000,39.467
"financial institution''s balance",6,0,38.46721,0.00000,39.467
"using estimated building",6,0,38.46721,0.00000,39.467
"calculating financed emission",6,0,38.46721,0.00000,39.467
"using estimated building energy",6,0,38.46721,0.00000,39.467
"segment classification",6,0,38.46721,0.00000,39.467
"mention of the data",6,0,38.46721,0.00000,39.467
"GHG Protocol''s principle",6,0,38.46721,0.00000,39.467
"property lob",6,0,38.46721,0.00000,39.467
"Treaty Total",6,0,38.46721,0.00000,39.467
"year emissions recalculation",6,0,38.46721,0.00000,39.467
"Primary datum on actual vehicle",6,0,38.46721,0.00000,39.467
"mention of the data source",6,0,38.46721,0.00000,39.467
"fuel efficiency of passenger cars",6,0,38.46721,0.00000,39.467
"energy consumptionb",6,0,38.46721,0.00000,39.467
"emission of the country",6,0,38.46721,0.00000,39.467
"Reported company emission",6,0,38.46721,0.00000,39.467
"Bottom-up calculation",6,0,38.46721,0.00000,39.467
"fuel efficiency of passenger",6,0,38.46721,0.00000,39.467
"datum on actual building",6,0,38.46721,0.00000,39.467
"drive cycle test",6,0,38.46721,0.00000,39.467
"segment classification in Step",6,0,38.46721,0.00000,39.467
"emissions / emissions intensity",6,0,38.46721,0.00000,39.467
"coverage of emissions",6,0,38.46721,0.00000,39.467
"customer segment classification in Step",6,0,38.46721,0.00000,39.467
"Primary datum on actual building",6,0,38.46721,0.00000,39.467
"real asset debt",6,0,38.46721,0.00000,39.467
"emission associated with capital",6,0,38.46721,0.00000,39.467
"allocated asset",6,63,38.46721,0.00102,39.427
"specific emission factor",6,63,38.46721,0.00102,39.427
"Ceded premium",6,70,38.46721,0.00114,39.422
"efficiency of passenger",6,75,38.46721,0.00122,39.419
"amount investor",6,80,38.46721,0.00130,39.416
"institution''s balance sheet",6,102,38.46721,0.00166,39.402
"reporting scope",6,102,38.46721,0.00166,39.402
"Reported company",6,106,38.46721,0.00172,39.399
"institution''s balance",6,107,38.46721,0.00174,39.399
"Option 1a",6,112,38.46721,0.00182,39.396
"percentage weighting",6,120,38.46721,0.00195,39.390
"insurer use",6,126,38.46721,0.00205,39.387
"consolidation approach",6,137,38.46721,0.00222,39.380
"territorial emission",6,209,38.46721,0.00339,39.334
"commercial lines insurance",6,218,38.46721,0.00354,39.328
"relative emission",6,239,38.46721,0.00388,39.315
"Supporting goal",6,251,38.46721,0.00408,39.307
"sovereign loan",6,317,38.46721,0.00515,39.265
"issuer company",6,333,38.46721,0.00541,39.255
"excess spread",6,345,38.46721,0.00560,39.247
"initial sponsor",6,354,38.46721,0.00575,39.242
"model in line",6,377,38.46721,0.00612,39.227
"securitized product",6,393,38.46721,0.00638,39.217
"equity provider",6,398,38.46721,0.00646,39.214
"using emission",6,402,38.46721,0.00653,39.211
"N C E",6,409,38.46721,0.00664,39.207
"Greenhouse Gas Protocol",6,441,38.46721,0.00716,39.187
"industry-led initiative",6,506,38.46721,0.00822,39.146
"financial institution account",6,549,38.46721,0.00891,39.118
"appropriate calculation",6,552,38.46721,0.00896,39.117
"commercial truck",7,10692,44.87841,0.17361,39.092
"outstanding loan amount",6,596,38.46721,0.00968,39.089
"use stage",6,623,38.46721,0.01012,39.072
"debt provider",6,628,38.46721,0.01020,39.069
"public data source",6,634,38.46721,0.01029,39.065
"institution account",6,648,38.46721,0.01052,39.056
"carbon intensity",7,10807,44.87841,0.17548,39.030
"emissions estimate",6,879,38.46721,0.01427,38.912
"organization''s product",6,886,38.46721,0.01439,38.907
"market facilitation",6,938,38.46721,0.01523,38.875
"cycle test",6,1007,38.46721,0.01635,38.832
"third-party data",6,1040,38.46721,0.01689,38.812
"value of the debt",6,1060,38.46721,0.01721,38.799
"purchased material",6,1071,38.46721,0.01739,38.793
"Inherent defect",6,1080,38.46721,0.01754,38.787
"value include",6,1113,38.46721,0.01807,38.767
"point in time",23,174320,147.45764,2.83051,38.757
"energy consumption datum",6,1132,38.46721,0.01838,38.755
"total cost of ownership",8,21721,51.28961,0.35269,38.656
"intensity datum",6,1421,38.46721,0.02307,38.577
"external stakeholder",8,21917,51.28961,0.35588,38.565
"drive cycle",6,1741,38.46721,0.02827,38.382
"proportional share",6,1805,38.46721,0.02931,38.343
"accounting guidance",6,1930,38.46721,0.03134,38.268
"forestry activity",6,1936,38.46721,0.03144,38.264
"own methodology",6,1976,38.46721,0.03209,38.240
"motor vehicle insurance",6,2053,38.46721,0.03334,38.194
"transition risk",6,2289,38.46721,0.03717,38.053
"sector level",6,2628,38.46721,0.04267,37.852
"energy use",16,107131,102.57922,1.73954,37.809
"same logic",8,23955,51.28961,0.38897,37.646
"carbon removal",6,3245,38.46721,0.05269,37.492
"insurance product",9,35155,57.70081,0.57083,37.369
"regional datum",6,3752,38.46721,0.06092,37.201
"gas-fired power plant",6,3774,38.46721,0.06128,37.188
"level of granularity",6,4574,38.46721,0.07427,36.739
"tailpipe emission",6,4615,38.46721,0.07494,36.716
"global warming potential",6,4695,38.46721,0.07623,36.672
"National agency",7,15742,44.87841,0.25561,36.539
"credit risk",10,48628,64.11201,0.78960,36.384
"warming potential",6,5257,38.46721,0.08536,36.363
"including cash",6,5482,38.46721,0.08901,36.241
"ways depend",6,5948,38.46721,0.09658,35.991
"fuel efficiency",11,61700,70.52322,1.00185,35.729
"gas-fired power",6,6674,38.46721,0.10837,35.608
"relevant factor",7,18875,44.87841,0.30648,35.116
"debt fund",6,8076,38.46721,0.13113,34.892
"Sovereign Bond",6,8765,38.46721,0.14232,34.550
"required datum",6,9116,38.46721,0.14802,34.378
"outstanding debt",7,21003,44.87841,0.34104,34.211
"avoidance of doubt",6,9504,38.46721,0.15432,34.191
"equity loan",7,21386,44.87841,0.34725,34.053
"financial asset",9,44661,57.70081,0.72518,34.026
"Detailed description",16,126239,102.57922,2.04980,33.963
"Draft guidance",6,10155,38.46721,0.16489,33.881
"carbon dioxide",37,375925,237.21446,6.10407,33.532
"cost of ownership",8,34500,51.28961,0.56019,33.515
"motor insurance",6,10987,38.46721,0.17840,33.492
"public consultation",11,70455,70.52322,1.14401,33.360
"vehicle insurance",6,11364,38.46721,0.18452,33.319
"intensity of the property",5,0,32.05601,0.00000,33.056
"emissions datum in official filings",5,0,32.05601,0.00000,33.056
"Detailed data quality score table",5,0,32.05601,0.00000,33.056
"source for retrieving emission factors",5,0,32.05601,0.00000,33.056
"company''s own disclosure",5,0,32.05601,0.00000,33.056
"sectorspecific average emission",5,0,32.05601,0.00000,33.056
"verified calculation",5,0,32.05601,0.00000,33.056
"x EF",5,0,32.05601,0.00000,33.056
"component on the balance",5,0,32.05601,0.00000,33.056
"component on the balance sheet",5,0,32.05601,0.00000,33.056
"equity origination",5,0,32.05601,0.00000,33.056
"total absolute emission",5,0,32.05601,0.00000,33.056
"Project Finance asset",5,0,32.05601,0.00000,33.056
"customers'' emission",5,0,32.05601,0.00000,33.056
"using estimated fuel",5,0,32.05601,0.00000,33.056
"use of alternative options",5,0,32.05601,0.00000,33.056
"Removals guidance",5,0,32.05601,0.00000,33.056
"industry attribution factor",5,0,32.05601,0.00000,33.056
